City_ID,City,Address,Latitude,Longitude,Housing,Cost_of_Living,Startups,Venture_Capital,Travel_Connectivity,Commute,Business_Freedom,Safety,Healthcare,Education,Environmental_Quality,Economy,Taxation,Internet_Access,Leisure,Tolerance,Outdoors
10,Athens,"Athens, the birthplace of democracy, is a city with deep roots in history and culture.  Its grand architecture, Mediterranean climate and millions of annual visitors feed a thriving tourism industry, creating thousands of Athens jobs.  Shipping, finance and international trade are also important elements of Athens, which offers affordable housing and proximity to countless recreational and cultural activities . Athens is one of the top ten city matches for 0. 7% of Teleport users. ","Athens, Greece",37.9838096,23.7275388,9.052499999999998,6.5,4.404,2.325,3.707,5.21975,6.168999999999999,6.7585,7.153,3.1625,3.80225,3.3199999999999994,4.1665,2.2279999999999998,7.876000000000001,6.268000000000002,6.483
11,Atlanta,"Atlanta, Georgia, is among the best cities with a vibrant startup scene. According to our city rankings, this is a good place to live with high ratings in venture capital, business freedom and leisure & culture. Atlanta is one of the top ten city matches for 6. 5% of Teleport users. ","Atlanta, GA, USA",33.7489954,-84.3879824,4.9755,5.2410000000000005,8.835,7.2570000000000014,5.2915,3.89775,8.671,2.6725,6.0233333333333325,6.456999999999999,5.817749999999998,6.5145,4.204,6.4805,7.7654999999999985,4.062,5.0095
12,Auckland,"Auckland, New Zealand, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality. Auckland is one of the top ten city matches for 1. 7% of Teleport users. ","Auckland, New Zealand",-36.84830480000001,174.76248859999998,4.72,4.4700000000000015,4.588000000000001,2.79,1.3045000000000004,4.8450000000000015,10.0,7.0215,8.162666666666665,5.0465,8.2725,5.505500000000001,5.9315,6.8500000000000005,4.395999999999999,7.402000000000001,5.862
13,Austin,"Austin, Texas, is among the best cities with a vibrant startup scene. According to our city rankings, this is a good place to live with high ratings in venture capital, business freedom and environmental quality. Austin is one of the top ten city matches for 9. 0% of Teleport users. ","Austin, TX, USA",30.267153000000004,-97.7430608,4.3345,5.355,9.236,6.939000000000001,1.8515000000000004,4.3305,8.671,5.069,6.281666666666666,5.315000000000001,7.03075,6.5145,4.772,9.049,6.698,6.7895,3.909
14,Baku,"Baku, Azerbaijan, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety. Baku is one of the top ten city matches for 1. 6% of Teleport users. ","Baku, Azerbaijan",40.40926169999999,49.8670924,9.745,9.806,2.6705,0.0,2.1690000000000005,5.492000000000001,5.671666666666666,8.772,3.7019999999999986,0.0,2.62125,3.8765,5.861000000000001,1.4420000000000002,6.2195,6.584500000000001,4.503
15,Bali,"Bali, Indonesia, features a very safe living environment. This urban area is consistently ahead in outdoors. Bali is one of the top ten city matches for 0. 7% of Teleport users. ","Bali, Indonesia",-8.3405389,115.09195090000001,5.0,0.0,1.628,0.0,1.93,5.193500000000001,3.912333333333333,8.7475,4.442,0.5275,4.13775,4.6575000000000015,6.266,3.2375000000000003,6.3335,4.558999999999998,7.5005
16,Baltimore,This urban area is consistently ahead in healthcare. ,"Baltimore, MD, USA",39.2903848,-76.6121893,4.829999999999999,4.982,0.0,4.3580000000000005,3.6665,4.93475,5.502000000000002,2.373,6.870666666666667,5.8805,5.784500000000001,6.5145,4.062,4.988,0.0,5.755,3.9795
17,Bangkok,"Bangkok, Thailand, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety. Bangkok is one of the top ten city matches for 2. 7% of Teleport users. ","Bangkok, Thailand",13.7563309,100.5017651,7.3935,7.222,6.119,3.4530000000000003,4.112,4.293500000000001,5.6036666666666655,7.0365,7.126666666666665,1.6915,3.37125,2.387,6.794500000000001,4.8264999999999985,9.089,6.019,6.4940000000000015
18,Barcelona,"Barcelona offers an engaging mix of relaxed lifestyle and innovative business environment, making it one of the most attractive startup scenes in Europe.  The city also boasts a great cultural heritage and a modern, active social scene that highlights sports, city beaches and excellent local food.  Adding the affordable high quality health services and good travel connections, and Barcelona will appeal to many. Barcelona is one of the top ten city matches for 2. 3% of Teleport users. ","5160 S Yale Ave, Tulsa, OK 74135, USA",36.088105600000006,-95.9241306,6.323,6.074000000000002,7.7585000000000015,5.655,5.806,5.69925,7.1196666666666655,7.407499999999999,8.403333333333332,5.029000000000002,3.6655000000000006,4.296,3.894000000000001,6.467999999999999,8.591499999999998,7.471500000000002,5.8279999999999985
19,Beijing,"Beijing, China, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in cost of living, travel connectivity and safety. Beijing is one of the top ten city matches for 2. 5% of Teleport users. ","Beijing, China",39.90419989999999,116.4073963,6.173000000000001,8.101,4.872,9.562,7.0175,4.83675,3.815333333333333,7.066,6.423333333333333,7.971000000000003,2.0555000000000003,6.103,1.4260000000000002,3.4930000000000003,7.268499999999999,2.822,4.9435
20,Beirut,"Beirut, Lebanon, is characterized by low taxes. Our data reflects that this city has a good ranking in housing and safety. ","Beirut, Lebanon",33.8937913,35.50177670000001,6.655500000000001,6.3,3.4094999999999995,0.0,1.3045000000000004,4.77275,4.329,6.832999999999999,6.1593333333333335,1.0035,1.449,3.4345000000000003,8.2805,1.5905,3.3995,4.184,3.842000000000001
21,Belfast,"Belfast, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Belfast, UK",54.59728500000001,-5.93012,7.532000000000001,6.014000000000001,3.55,1.6210000000000002,4.0985,5.28,8.991999999999997,7.6789999999999985,8.168333333333333,4.6865000000000006,8.377500000000001,5.438,5.9545,5.5955,4.957000000000002,5.9795,1.413
22,Belgrade,"Belgrade, Serbia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and tolerance. Belgrade is one of the top ten city matches for 2. 0% of Teleport users. ","Belgrade, Serbia",44.786568,20.448921600000002,9.2575,8.546000000000001,4.9095,2.333,2.1365000000000003,5.5782500000000015,5.383999999999999,6.6995000000000005,6.0103333333333335,0.5,4.88325,1.6380000000000001,4.1665,3.863,6.497000000000001,7.387,5.078
23,Belize City,"Belize City, Belize, is characterized by low taxes. This urban area is consistently ahead in tolerance. ","Belize City, Belize",17.5045661,-88.1962133,4.6425,0.0,1.8659999999999999,0.0,0.8900000000000001,0.0,3.411,6.0520000000000005,5.503999999999999,0.0,2.031,3.496,6.9300000000000015,3.8075,1.0645,6.865,0.5
24,Bengaluru,"Bengaluru, India, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, startups and venture capital. Bengaluru is one of the top ten city matches for 2. 0% of Teleport users. ","Bengaluru, Karnataka, India",12.9715987,77.5945627,9.810999999999998,10.0,10.0,8.972999999999997,4.064,4.00625,3.618,7.294,3.937,0.6559999999999999,2.75575,5.5565,3.4145,2.841,3.2215000000000007,3.4845,2.385
25,Bergen,"Bergen, Norway, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality. ","Bergen, Norway",60.39126279999999,5.3220544,5.229499999999999,1.805,2.207,1.0,3.2425000000000006,5.8875,9.635333333333332,7.7075,7.646666666666666,4.8395,7.539250000000001,7.0735,4.752,6.537000000000001,4.4875,7.6145,4.3135
26,Berlin,"Berlin is a sprawling, diverse metropolis, home to people from around the world.  Although it is roughly nine times the size of Paris, Berlin's key districts are well-connected by public transport or cycling roads, and many even close enough for walking.  The flexible work environment combined with easy access to venture capital attracts young people and entrepreneurs, making Berlin one of the most vibrant startup scenes in Europe. Berlin is one of the top ten city matches for 30. 8% of Teleport users. ","Berlin, Germany",52.52000659999999,13.404954,6.3950000000000005,5.524,9.085,7.820000000000001,7.024999999999999,6.1960000000000015,9.072333333333333,7.251500000000001,7.990666666666666,7.019000000000001,6.771500000000001,5.373500000000001,3.9035,4.677999999999999,8.881,7.1774999999999975,5.475000000000001
27,Bern,"Bern, Switzerland, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality. Bern is one of the top ten city matches for 2. 3% of Teleport users. ","Bern, Switzerland",46.9479739,7.447446799999999,4.922500000000001,1.0,2.6875000000000004,0.0,5.2635000000000005,5.19775,8.888,9.266,7.520333333333332,5.3455,9.2445,6.5520000000000005,6.4285000000000005,6.1145000000000005,4.245,8.589,2.1225
28,Bilbao,"Bilbao, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare. ","Bilbao, Biscay, Spain",43.263012599999996,-2.9349852000000003,6.888000000000001,5.638,2.668,0.0,4.1735,5.774750000000001,7.1196666666666655,8.7805,9.320666666666666,3.7590000000000012,8.328000000000001,4.296,3.894000000000001,5.756,6.0139999999999985,8.663,1.4809999999999999
29,Birmingham,"Birmingham, United Kingdom, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in safety and healthcare. Birmingham is one of the top ten city matches for 0. 6% of Teleport users. ","Birmingham, AL, USA",33.5185892,-86.8103567,5.9035,5.814,4.3575,2.541,5.8450000000000015,5.4935,8.991999999999997,6.946500000000001,8.293666666666667,5.0265,5.7385,5.438,5.9545,5.940000000000001,4.4350000000000005,6.421,1.2675
30,"Birmingham, AL","Birmingham, Alabama, is among the top cities with a free business environment. This urban area is consistently ahead in environmental quality. ","Birmingham, AL, USA",33.5185892,-86.8103567,6.5555,5.132999999999999,4.3575,1.0,1.4354999999999998,2.02075,8.671,1.776,6.540999999999999,3.6245,7.0375,6.5145,4.204,5.1605,5.3835,4.881500000000002,1.2660000000000002
31,Bogota,"Bogota, Colombia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, tolerance and outdoors. Bogota is one of the top ten city matches for 1. 4% of Teleport users. ","Bogota, Colombia",4.7109885999999985,-74.072092,9.0275,9.079999999999998,5.7085,1.259,1.889,4.9639999999999995,6.348666666666665,6.222000000000001,6.301666666666668,1.534,4.3475,4.5945,1.8515000000000004,2.9760000000000004,6.215,8.555499999999999,7.477
32,Boise,"Boise, Idaho, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality. ","Boise, ID, USA",43.6150186,-116.2023137,6.9635,6.577999999999999,4.205,2.5960000000000005,1.3235,5.2250000000000005,8.671,4.3605,6.797333333333333,3.6245,8.069500000000001,6.5145,4.062,3.4419999999999997,4.1995,6.9275,5.221
33,Bologna,"Bologna, Italy, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Bologna, Metropolitan City of Bologna, Italy",44.494887,11.3426162,7.471999999999999,5.189,3.1485000000000007,1.3969999999999998,3.682,5.53,6.189666666666667,7.337000000000001,8.577666666666667,4.2025000000000015,5.460250000000001,3.3625,2.4365,7.7105,5.7360000000000015,7.617999999999999,1.5815
34,Bordeaux,"Bordeaux, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. Bordeaux is one of the top ten city matches for 0. 2% of Teleport users. ","Bordeaux, France",44.837789,-0.57918,7.1915,4.583,3.6915,0.0,4.876,5.54975,8.088333333333333,7.466,8.823333333333332,4.442,7.261000000000001,4.2045,2.648000000000001,3.875,5.3005,7.126499999999999,2.8755
35,Boston,"One of the oldest and most historic cities in the US, Boston is a center of higher education with some of the top universities in the world.  It has also developed a vibrant technology scene and is home to numerous venture capital firms, all supporting high rates of innovation and entrepreneurship.  Add its tolerant environment, great quality of healthcare and beautiful New England nature, and you've got an enticing city that attracts talent from around the world. Boston is one of the top ten city matches for 12. 8% of Teleport users. ","Boston, MA, USA",42.360082500000004,-71.0588801,1.0,4.2589999999999995,9.565,10.0,3.215,4.39625,8.671,7.742000000000001,6.728999999999997,8.6245,8.1705,6.5145,4.062,5.700500000000001,8.564,8.4815,5.659999999999998
36,Boulder,"Boulder, Colorado, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare. Boulder is one of the top ten city matches for 13. 4% of Teleport users. ","Boulder, CO, USA",40.0149856,-105.2705456,3.7039999999999997,4.531000000000001,5.8530000000000015,6.019,4.207,6.138000000000003,8.671,7.0735,7.050333333333333,4.678999999999999,9.84375,6.5145,4.346,6.2780000000000005,2.5649999999999995,9.274500000000002,6.699
37,Bozeman,"Bozeman, Montana, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and tolerance. ","Bozeman, MT, USA",45.676997899999996,-111.04293390000001,2.949,0.0,3.407,0.0,1.1905,0.0,8.671,6.9145,6.515,4.128,9.369,6.5145,4.062,5.1560000000000015,1.907,7.2935,6.1339999999999995
38,Bratislava,"Bratislava, Slovakia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and healthcare. Bratislava is one of the top ten city matches for 1. 7% of Teleport users. ","Bratislava, Slovakia",48.148596500000004,17.1077478,7.8744999999999985,7.617999999999999,3.487,0.0,4.8900000000000015,5.8115000000000006,6.188666666666666,8.618,6.751999999999999,3.2975,6.199999999999998,4.4705,4.937,4.583500000000001,6.186,6.432499999999999,4.8575
39,Brighton,"Brighton, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare. ","8302 S Brighton Loop Rd, Brighton, UT 84121, USA",40.598019,-111.58318700000001,2.49,5.324,3.4094999999999995,0.0,8.322000000000001,5.547500000000001,8.991999999999997,8.4715,7.716333333333331,4.9060000000000015,8.245750000000001,5.438,5.9545,4.7585,4.8695,8.17,4.898
40,Brisbane,"Brisbane, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality. Brisbane is one of the top ten city matches for 0. 7% of Teleport users. ","Brisbane QLD, Australia",-27.469770699999998,153.0251235,5.212000000000001,5.1770000000000005,6.343,3.24,2.4345,4.617750000000001,9.399666666666667,7.903500000000001,8.317666666666666,5.9209999999999985,8.82775,6.0695000000000014,4.5885,4.4075000000000015,4.01,7.489500000000001,6.256500000000003
41,Bristol,"Bristol, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and tolerance. ","Bristol, CT 06010, USA",41.67176480000001,-72.9492703,5.215999999999998,5.242000000000001,4.113,3.593,4.8900000000000015,5.4437500000000005,8.991999999999997,7.939999999999999,8.251666666666665,5.4615,6.472250000000002,5.438,5.9545,6.4780000000000015,3.8625,7.439499999999999,4.538
42,Brno,"Brno, Czechia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and healthcare. ","Brno, Czechia",49.1950602,16.6068371,8.329000000000002,7.9259999999999975,2.9155,0.0,2.6010000000000004,5.8272499999999985,6.2126666666666654,8.5655,8.096666666666666,4.2265000000000015,6.05525,4.378000000000001,5.9335,7.020500000000002,5.3525,8.055000000000001,3.694
43,Brussels,"By Katre Liis Kallas Life in Brussels is a culturally rich, central-European adventure offering a high quality of life.  Home to much of the European Union infrastructure, it attracts a diverse population, while maintaining its distinct identity.  You can go hiking in the woods, attend various cultural events and talk to people of multiple nationalities in a single day.  The key districts of Brussels are well connected by a quality transportation network, but its compact size also allows for navigation by foot and all the opportunities that creates. Brussels is one of the top ten city matches for 0. 4% of Teleport users. ","Brussels, Belgium",50.8503463,4.3517211,6.355,4.477,5.6915,3.374,7.4675,5.386750000000001,8.876999999999997,6.702999999999999,8.158333333333333,6.6530000000000005,4.591000000000001,4.8115000000000006,1.883,7.5715,8.143999999999998,6.481,4.123
44,Bucharest,"Bucharest, Romania, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety. Bucharest is one of the top ten city matches for 6. 1% of Teleport users. ","Bucharest, Romania",44.4267674,26.1025384,9.186500000000002,8.516,5.382999999999999,1.187,3.4955,5.072500000000002,5.6816666666666675,8.985999999999997,6.075333333333332,2.4475,3.41925,4.103,6.839,9.638,6.9594999999999985,8.686500000000002,1.9675
45,Budapest,"Budapest, Hungary, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and safety. Budapest is one of the top ten city matches for 2. 4% of Teleport users. ","Budapest, Hungary",47.497912,19.040235,8.570500000000001,7.947999999999999,5.4935,2.8040000000000003,4.426500000000001,5.395000000000001,6.707999999999998,8.218499999999999,5.745999999999999,3.693,5.2875,4.946000000000001,6.1075,6.7589999999999995,8.253000000000002,7.228,5.112000000000001
46,Buenos Aires,"Buenos Aires, Argentina, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, healthcare and leisure & culture. Buenos Aires is one of the top ten city matches for 1. 9% of Teleport users. ","Buenos Aires, Argentina",-34.6036844,-58.381559100000004,8.812000000000003,7.7639999999999985,4.672999999999999,2.3100000000000005,3.77,4.9235,4.045333333333334,6.0395,6.978999999999997,1.422,4.869,2.884,1.568,1.5275,7.6735,8.584000000000001,4.535500000000001
47,Buffalo,"Buffalo, New York, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and environmental quality. ","Buffalo, NY, USA",42.88644679999999,-78.8783689,7.0765,5.2280000000000015,3.947000000000001,2.7150000000000003,1.511,2.154,8.671,7.1885,6.457333333333333,4.212,8.329249999999998,6.5145,3.9205,6.757999999999999,4.32,7.404000000000001,4.6465
48,Cairo,"Cairo, Egypt, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety. ","Cairo, Cairo Governorate, Egypt",30.0444196,31.235711600000005,10.0,10.0,5.0985000000000005,2.958,3.7575,3.99025,5.790666666666668,6.791,4.041,0.5,1.1555000000000002,2.978,5.101,2.405,6.1855,2.6500000000000004,0.5
49,Calgary,"Calgary, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality. Calgary is one of the top ten city matches for 4. 2% of Teleport users. ","Calgary, AB, Canada",51.04473309999999,-114.0718831,6.495000000000001,5.417999999999998,5.9495000000000005,2.036,2.514,5.1575000000000015,8.966000000000001,7.922999999999999,8.026333333333334,5.5550000000000015,8.191499999999998,5.8405000000000005,7.2745000000000015,5.6705000000000005,4.268,8.1105,7.504499999999998
50,Cambridge,"Cambridge, United Kingdom, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, business freedom and healthcare. ","Cambridge, MA, USA",42.373615799999996,-71.10973349999998,4.1055,4.851,5.252999999999999,3.2840000000000003,6.887499999999998,5.627750000000002,8.991999999999997,9.504499999999998,8.189,6.554500000000001,8.0165,5.438,5.9545,5.8095,2.455,8.487000000000002,0.5
51,Cape Town,"Cape Town, South Africa, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, environmental quality and outdoors. Cape Town is one of the top ten city matches for 0. 5% of Teleport users. ","Cape Town, South Africa",-33.9248685,18.424055300000003,6.7635000000000005,7.955,5.6110000000000015,3.725,2.1630000000000003,3.8425,4.732,5.3279999999999985,4.343,0.8945000000000001,6.6085,2.7680000000000007,5.151,5.612500000000002,4.7360000000000015,3.6605,6.7505000000000015
52,Caracas,"Caracas, Venezuela, differentiates itself with low living costs. When considering your preferences, this city does not have any category with a high rating. ","Caracas, Capital District, Venezuela",10.480593699999998,-66.90360629999999,4.9025,9.82,3.0535,0.0,1.3235,4.544250000000001,1.0,5.221,4.178333333333334,0.0,2.2725,1.9780000000000002,4.1800000000000015,1.6415000000000002,4.38,4.5505,4.0985
53,Cardiff,"Cardiff, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Cardiff, UK",51.48158100000001,-3.17909,7.065,6.082000000000001,3.3955,1.7800000000000002,4.8900000000000015,5.7647499999999985,8.991999999999997,8.21,8.318333333333333,4.785500000000001,6.607249999999999,5.438,5.9545,5.101,5.0285,7.996,4.8055
54,Casablanca,"Casablanca, Morocco, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety. ","Casablanca, Morocco",33.5731104,-7.589843399999999,8.822000000000001,9.088,3.0975,0.0,2.9145,4.26,5.614333333333333,6.775500000000001,4.47,0.0,2.2555000000000005,3.1735,3.2995,2.0669999999999997,2.6830000000000003,2.945,3.9935
55,Charleston,"Charleston, South Carolina, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality. ","Charleston, SC, USA",32.776474900000004,-79.93105120000001,4.6370000000000005,3.5669999999999997,4.92,2.011,1.399,4.62075,8.671,5.0555,6.7796666666666665,3.6245,7.276,6.5145,4.062,6.093,6.5950000000000015,5.771000000000001,5.0095
56,Charlotte,"Charlotte, North Carolina, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in environmental quality and tolerance. Charlotte is one of the top ten city matches for 2. 6% of Teleport users. ","Charlotte, NC, USA",35.2270869,-80.8431267,5.5489999999999995,4.987,6.247999999999998,2.878,3.679,4.1339999999999995,8.671,5.347499999999998,6.432333333333332,3.6245,8.009249999999998,6.5145,4.062,6.3870000000000005,5.606,6.7895,1.3115
57,Chattanooga,"Chattanooga, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, environmental quality and internet access. ","Chattanooga, TN, USA",35.0456297,-85.3096801,6.782,6.121,3.9095,2.228,1.2095,0.7969999999999999,8.671,4.468,6.242999999999999,3.6245,7.1515,6.5145,4.772,8.365,4.1625,4.7925,3.908
58,Chennai,"Chennai, India, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, startups and safety. ","Chennai, Tamil Nadu, India",13.0826802,80.2707184,10.0,10.0,7.104,3.782000000000001,4.208,4.8420000000000005,3.618,7.8370000000000015,4.074666666666666,0.5115000000000001,2.3945000000000007,5.5565,3.4145,6.825500000000001,2.2275,4.550000000000002,4.198
59,Chiang Mai,"Chiang Mai, Thailand, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and healthcare. Chiang Mai is one of the top ten city matches for 0. 3% of Teleport users. ","Chiang Mai, Mueang Chiang Mai District, Chiang Mai, Thailand",18.788343899999997,98.9853008,9.3725,8.495000000000001,1.783,0.0,1.6945,5.1412499999999985,5.6036666666666655,8.452500000000002,7.393666666666667,1.6875,3.9810000000000003,2.387,6.794500000000001,4.2865,6.847500000000001,6.8715,3.088
60,Chicago,"Chicago, Illinois, is among the best cities with a vibrant startup scene. According to our city rankings, this is a good place to live with high ratings in venture capital, business freedom and education. Chicago is one of the top ten city matches for 5. 5% of Teleport users. ","Chicago, IL, USA",41.8781136,-87.62979820000001,3.702,4.766000000000001,9.513,8.368,5.5075,4.57975,8.671,3.832,6.2159999999999975,7.999,6.8045,6.5145,4.062,6.599499999999999,8.193,6.134,5.4155
61,Chisinau,"Chisinau, Moldova, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and tolerance. Chisinau is one of the top ten city matches for 2. 1% of Teleport users. ","Chișinău, Moldova",47.0104529,28.8638102,9.6765,9.343,3.0535,0.0,1.6025,5.495,5.4433333333333325,7.627999999999999,5.065999999999999,1.3995,4.33825,3.9765000000000006,6.2325,5.3615,2.7120000000000006,6.6469999999999985,3.1210000000000004
62,Christchurch,"Christchurch, New Zealand, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare. ","Christchurch, New Zealand",-43.5319957,172.6396575,6.934000000000001,5.096,1.5355000000000003,0.0,0.8334999999999999,5.51775,10.0,7.584999999999999,8.312333333333333,4.756,9.2565,5.505500000000001,5.9315,5.922000000000001,3.2235000000000014,8.403500000000001,6.269
